,Pel kW,Pth kW
95,0.3274979431392266,0.4814348646947766
96,0.33618246640460736,0.459723096286973
97,0.3339199195538897,0.4974197608558842
98,0.319910412286315,0.4650094398993077
99,0.31879056586525273,0.4649465072372561
100,0.3171222232379559,0.4976714915040905
101,0.3750114270042965,0.491063561988672
102,0.4461102477374531,0.5343612334801763
103,0.4660160892220495,0.8155443675267465
104,0.5161120760581406,0.8046570169918188
105,0.6026602066002377,0.7282567652611707
106,0.48809306152299115,0.7169918187539334
107,0.45191516592010234,0.7088105726872247
108,0.4648962428009873,0.7018879798615482
109,0.36692110796233657,0.7527375707992449
110,0.344204223420788,0.743801132787917
111,0.43146082822927134,0.6882315921963499
112,0.43077520797147817,0.5421648835745753
113,0.5035423713319316,0.4772813089993706
114,0.5967410183746229,0.5153555695405916
115,0.4763003930889478,0.4532410320956577
116,0.3977968735716244,0.4332913782252989
117,0.3612304598226529,0.4419131529263688
118,0.29973032269860134,0.430899937067338
119,0.28994880702075143,0.397608558842039
120,0.2701343815705275,0.3964128382630585
121,0.2706371697595758,0.394587791063562
122,0.2683746229088582,0.3867212083071114
123,0.27109424993143794,0.4037759597230963
124,0.2669348203674924,0.384392699811202
125,0.2964393454611939,0.3772183763373191
126,0.39722552335679673,0.4711768407803651
127,0.5109927781332846,0.6303964757709252
128,0.6744446475911875,0.7162995594713658
129,0.6787640552152847,0.6621774701069856
130,0.5385090044793857,0.6842668344870989
131,0.4983545113812963,0.6528005034612965
132,0.5355379833622818,0.6701699181875395
133,0.4597997988847244,0.6704216488357457
134,0.45479477100283383,0.7088735053492764
135,0.5327269403053295,0.6349276274386407
136,0.5375491361184751,0.5039647577092512
137,0.5128439528293263,0.4312775330396475
138,0.6276396379925039,0.4535556954059157
139,0.45838285035195175,0.4068596601636249
140,0.37480574092695856,0.3825047199496539
141,0.33938202760764236,0.3735053492762744
142,0.28946887284029615,0.376274386406545
143,0.2597815156778499,0.3746381371932034
144,0.24702897888289602,0.3747640025173065
145,0.2554621080537526,0.3697293895531781
146,0.24986287594844134,0.3806167400881057
147,0.2602843038668982,0.3845814977973569
148,0.2520340067647865,0.3689741976085588
149,0.2940625285675107,0.3643801132787917
150,0.400470792577018,0.4465701699181875
151,0.5301215833257154,0.7175582127123977
152,0.6556129445104671,0.7492762743864065
153,0.8004616509735808,0.7476400251730648
154,0.6866029801627205,0.7280050346129641
155,0.551787183471981,0.7914411579609818
156,0.5716930249565774,0.6937067337948396
157,0.5058506261998355,0.6505978602894902
158,0.4760261449858305,0.6685336689741976
159,0.5405658652527654,0.6592825676526117
160,0.5603802907029893,0.4819383259911894
161,0.5429655361550416,0.4675267463813719
162,0.5615458451412377,0.4565135305223411
163,0.43228357253862326,0.4429830081812461
164,0.374051558643386,0.3929515418502203
165,0.3671496480482676,0.3960981749528005
166,0.35412286315019653,0.3655129011957206
167,0.3201846603894323,0.3517935808684708
168,0.31751074138403873,0.3485210824417873
169,0.3177621354785629,0.3526117054751416
170,0.3065408172593473,0.3887350534927627
171,0.30471249657189864,0.3426683448709881
172,0.31906481396837,0.3721837633731907
173,0.3258296005119297,0.3646318439269981
174,0.4073498491635432,0.4350534927627438
175,0.4912469147088399,0.6813719320327251
176,0.5804004022305512,0.8157331655129012
177,0.7823841301764329,0.7718061674008811
178,0.5913931803638358,0.7106985525487729
179,0.4811911509278727,0.7458149779735683
180,0.4845735441996526,0.6697293895531782
181,0.41228631501965446,0.6719320327249844
182,0.40885821373068837,0.639332913782253
183,0.42574732608099464,0.6583385777218377
184,0.5131410549410367,0.5938955317809944
185,0.48082548679038295,0.4967904342353682
186,0.5408858213730688,0.5031466331025802
187,0.4457674376085565,0.4845814977973569
188,0.3996480482676661,0.4611705475141598
189,0.3373708748514489,0.452863436123348
190,0.3181506536246458,0.439018250471995
191,0.30404973032269855,0.4344870988042794
192,0.28005302129993603,0.4249213341724355
193,0.27408812505713503,0.4631843926998112
194,0.2793902550507359,0.4466960352422908
195,0.31127159703812046,0.4583385777218376
196,0.3084605539811683,0.4531780994336061
197,0.32576103848615046,0.4490874764002517
198,0.4097038120486333,0.5653241032095658
199,0.47664320321784437,0.7762743864065451
200,0.5749154401682055,0.8679672750157332
201,0.6733476551787183,0.8069855254877282
202,0.5748240241338332,0.6141598489616111
203,0.442887832525825,0.8317809943360605
204,0.4517551878599506,0.8710509754562618
205,0.39313465581863055,0.7748898678414098
206,0.39665417314196916,0.7689741976085589
207,0.4756833348569339,0.722466960352423
208,0.48688179906755646,0.5679672750157332
209,0.5154264558003474,0.5122089364380114
210,0.595049821738733,0.508747640025173
211,0.46608465124782883,0.5042164883574576
212,0.4139546576469513,0.4531780994336061
213,0.3549456074595484,0.4178099433606042
214,0.3260352865892677,0.4402139710509755
215,0.287092055946613,0.4381371932032726
216,0.282178444099095,0.4177470106985525
217,0.28055580948898434,0.4286972938955318
218,0.2785446567327909,0.4334172435494022
219,0.2781789925953012,0.4359345500314663
220,0.283458268580309,0.4194461925739459
221,0.30850626199835446,0.4292636878539962
222,0.39208337142334765,0.5485840151038389
223,0.5167291342901545,0.7669603524229076
224,0.5918045525185117,0.9207677784770296
225,0.7218895694304781,0.8251101321585903
226,0.60208885638541,0.845059786028949
227,0.5355608373708749,0.7696664568911266
228,0.5355836913794679,0.7738200125865323
229,0.4387055489532864,0.7215859030837005
230,0.4163314745406344,0.7417243549402139
231,0.4560517414754548,0.7008810572687225
232,0.5154264558003474,0.5677784770295784
233,0.5344409909498126,0.5170547514159849
234,0.557317853551513,0.48980490874764
235,0.44019105951183835,0.4961611076148521
236,0.3643614589999085,0.4720578980490875
237,0.35633970198372794,0.430081812460667
238,0.2986561842947253,0.4520453115166771
239,0.2999360087759393,0.4219005663939585
240,0.3069293354054301,0.4226557583385777
241,0.30466678855471246,0.4145374449339208
242,0.3060837370874851,0.4219005663939585
243,0.29646219946978697,0.4225298930144745
244,0.30231282566962236,0.4243549402139711
245,0.31140872108967915,0.4505349276274387
246,0.4040131639089496,0.5402139710509755
247,0.5178261267026236,0.8070484581497799
248,0.5550781607093884,0.9540591567023284
249,0.7286315019654448,0.8202013845185652
250,0.5665508730231282,0.818628067967275
251,0.48180820915988654,0.8079295154185022
252,0.49424078983453695,0.7517935808684708
253,0.4475500502788189,0.7075519194461926
254,0.3818676295822287,0.6451227186910007
255,0.4608510832800073,0.7590937696664569
256,0.4708611390437883,0.5749528005034614
257,0.5187402870463479,0.5428571428571429
258,0.6025459365572721,0.5385777218376337
259,0.4028019014535149,0.4998112020138452
260,0.365092787274888,0.4948395217117685
261,0.33092604442819273,0.4564505978602895
262,0.31911052198555623,0.4733794839521712
263,0.32457263003930886,0.4612334801762114
264,0.30165005942042233,0.4568281938325991
265,0.2930798061980071,0.4470106985525487
266,0.29186854374257243,0.4303964757709251
267,0.2960965353322973,0.4531151667715544
268,0.3031584239875674,0.4422278162366269
269,0.35128896608465127,0.4475141598489616
270,0.4076926592924399,0.4544367526746382
271,0.4716381753359539,0.7093769666456892
272,0.5016911966358899,0.704782882315922
273,0.7196270225797605,0.668470736312146
274,0.5870509187311455,0.6585273757079925
275,0.47742023951001,0.6724984266834487
276,0.5304643934546119,0.6589049716803022
277,0.4060928786909223,0.6650723725613593
278,0.4001736904653076,0.7230333543108874
279,0.47856293993966537,0.648080553807426
280,0.4321464484870646,0.5454373820012588
281,0.5067419325349666,0.4915040906230333
282,0.5396059968918547,0.4685336689741976
283,0.38716975957582955,0.4503461296412838
284,0.37430295273791026,0.4186280679672751
285,0.3597220952555078,0.4066708621774701
286,0.34543833988481576,0.4202013845185652
287,0.3468552884175884,0.3815607300188798
288,0.33844501325532494,0.3745122718691001
289,0.3433814791114361,0.394273127753304
290,0.33876496937562844,0.4114537444933921
291,0.3364338604991315,0.392196349905601
292,0.3244126519791571,0.4275015733165512
293,0.3453012158332571,0.4196979232221522
294,0.4035103757199013,0.4613593455003147
295,0.4768488892951823,0.7252359974826936
296,0.5194259073041412,0.6592196349905601
297,0.7068516317762136,0.6417243549402141
298,0.5646539903099004,0.6304594084329768
299,0.48023128256696224,0.6606041535556956
300,0.5028796050827314,0.6146633102580239
301,0.4017963250754182,0.5840151038388924
302,0.363173050553067,0.6354310887350535
303,0.4289697412926227,0.6770295783511643
304,0.4555260992778133,0.5480176211453744
305,0.5024682329280555,0.4848961611076148
306,0.6069110521985557,0.4680302076777848
307,0.3895922844866989,0.4461925739458779
308,0.34589542005667795,0.4209565764631844
309,0.31940762409726664,0.3754562617998742
310,0.3110659109607825,0.4239773442416615
311,0.31780784349574914,0.3957835116425425
312,0.31412834811225887,0.3816236626809314
313,0.31056312277173415,0.3903713027061045
314,0.32820641740561296,0.3952800503461297
315,0.30919188225614774,0.3886091881686596
316,0.31725934728951455,0.3975456261799875
317,0.32710942499314377,0.4113278791692889
318,0.41205777493372336,0.5242290748898679
319,0.47977420239510005,0.6827564505978604
320,0.5058963342170216,0.7569540591567024
321,0.717181643660298,0.7178728760226558
322,0.5621171953560654,0.685210824417873
323,0.5175747326080994,0.7416614222781623
324,0.5055078160709389,0.7348017621145375
325,0.3831017460462565,0.6851478917558214
326,0.37398299661760664,0.7132158590308371
327,0.42942682146448485,0.6986784140969163
328,0.4467958679952463,0.5887350534927628
329,0.5123640186488709,0.4773442416614223
330,0.5633513118200932,0.5208936438011329
331,0.4004250845598318,0.4735053492762744
332,0.3877182557820641,0.4628697293895532
333,0.3888152481945333,0.4643801132787917
334,0.3579166285766523,0.4691000629326621
335,0.28802907029893043,0.4619257394587791
336,0.2993875125697047,0.470547514159849
337,0.2731054026876314,0.4762114537444935
338,0.27655635798519057,0.4644430459408433
339,0.26864887101197543,0.4310887350534928
340,0.2649008136027059,0.4427312775330397
341,0.3107002468232928,0.4764002517306482
342,0.4106408264009507,0.5354940213971051
343,0.47348935003199555,0.8080553807426055
344,0.552861321875857,0.8260541220893644
345,0.7199012706828778,0.8283826305852738
346,0.5710302587073773,0.775959723096287
347,0.5098729317122223,0.7620516047828825
348,0.4916582868635158,0.6724984266834487
349,0.38947801444373337,0.7611076148521084
350,0.38431300850169114,0.659723096286973
351,0.4454703354968461,0.6201384518565135
352,0.537092055946613,0.5183763373190686
353,0.5055306700795319,0.4936438011327879
354,0.5577063716975957,0.4928256765261171
355,0.44558460553981166,0.4619257394587791
356,0.36086479568516316,0.4301447451227187
357,0.3824161257884633,0.4198867212083071
358,0.3211673827589359,0.4158590308370044
359,0.2957080171862144,0.396979232221523
360,0.2908172593472894,0.4024543738200126
361,0.2907029893043239,0.3943989930774072
362,0.35108328000731326,0.3831969792322215
363,0.3158423987567419,0.4110132158590309
364,0.30548953286406433,0.4247325361862807
365,0.29440533869640734,0.4157331655129012
366,0.40419599597769446,0.5049087476400252
367,0.4677758478837188,0.8001887979861548
368,0.5014398025413658,0.7769037130270611
369,0.7111938934089039,0.8049087476400252
370,0.4639363744400768,0.7430459408432977
371,0.45278361824664043,0.7833228445563248
372,0.46030258707377275,0.7108244178728761
373,0.37594844135661387,0.6668344870988043
374,0.37402870463479293,0.6088735053492763
375,0.4276670628028156,0.5112649465072373
376,0.5050507358990767,0.4553178099433606
377,0.4792257061888655,0.4380113278791693
378,0.6173553341256056,0.4475770925110133
379,0.49718895694304777,0.4077407174323474
380,0.38998080263278173,0.4261799874134676
381,0.3805192430752353,0.3826935179358087
382,0.34175884450132554,0.4036500943989931
383,0.29824481214004933,0.4113908118313405
384,0.28860042051375806,0.3801132787916929
385,0.2943824846878142,0.3960981749528005
386,0.2978105859767803,0.3962240402769038
387,0.281127159703812,0.3860289490245437
388,0.28521802724197826,0.38470736312146
389,0.2953194990401316,0.4567652611705475
390,0.4067099369229363,0.4971050975456262
391,0.4422250662766249,0.7603524229074891
392,0.5323841301764329,0.8239773442416615
393,0.6684340433312003,0.7957835116425426
394,0.544108236584697,0.7760855884203902
395,0.49456074595484045,0.7073001887979863
396,0.502125422799159,0.6348017621145375
397,0.3724746320504616,0.6040276903713028
398,0.3757427552792759,0.5345500314663311
399,0.48587622268945974,0.5553807426054123
400,0.4553432672090684,0.4701069855254877
401,0.5108328000731328,0.4793580868470736
402,0.5444053386964073,0.5115796098174953
403,0.3652527653350397,0.4353681560730019
404,0.34025047993418045,0.459723096286973
405,0.3871240515586434,0.4459408432976715
406,0.34578115001371235,0.4482693517935808
407,0.2908401133558826,0.4089364380113279
408,0.2870692019380199,0.4025173064820642
409,0.2994332205868909,0.4125235997482693
410,0.33341713136484136,0.4001887979861548
411,0.37284029618795134,0.4239144115796098
412,0.360202029435963,0.4113908118313405
413,0.34351860316299476,0.4425424795468848
414,0.3692750708474266,0.5020138451856515
415,0.4653761769814425,0.7422907488986785
416,0.48496206234573547,0.8467589679043425
417,0.6371240515586434,0.7952800503461297
418,0.5783663954657647,0.7380742605412209
419,0.4898528201846604,0.7524229074889868
420,0.5147865435597404,0.7040276903713029
421,0.36726391809123315,0.7159848961611077
422,0.35611116189779685,0.639836375078666
423,0.40259621537617696,0.669603524229075
424,0.4368772282658378,0.5419760855884205
425,0.47401499222963706,0.5047199496538703
426,0.6265654995886278,0.5012586532410321
427,0.41966815979522804,0.510509754562618
428,0.35142609013620985,0.4578980490874764
429,0.4040360179175427,0.4655758338577722
430,0.36623548770454334,0.5340465701699182
431,0.30841484596398205,0.5680931403398365
432,0.2950681049456074,0.5735053492762744
433,0.3027241978242984,0.5638137193203273
434,0.2997074686900082,0.4928886091881687
435,0.32912057774933723,0.4692259282567653
436,0.3185620257793217,0.4669603524229075
437,0.3509461559557546,0.4957205789804909
438,0.37220038394734434,0.5327879169288862
439,0.4374485784806655,0.8826935179358086
440,0.4732379559374714,0.9117684078036502
441,0.593769997257519,0.8690371302706106
442,0.5216656001462656,0.8453744493392071
443,0.42773562482859484,0.7698552548772813
444,0.49389797970564037,0.7385147891755822
445,0.3485007770362921,0.79842668344871
446,0.33844501325532494,0.7210824417872876
447,0.4158286863515861,0.6992448080553807
448,0.4087210896791297,0.5939584644430459
449,0.49385227168845414,0.5755191944619258
450,0.5680592375902733,0.5419131529263689
451,0.43482036749245817,0.4928886091881687
452,0.35382576103848606,0.4778477029578351
453,0.3530258707377274,0.4844556324732536
454,0.3505119297924856,0.4918816865953431
455,0.33348569339062073,0.4646947765890497
456,0.3181277996160526,0.476589049716803
457,0.3133284578115001,0.4864065449968534
458,0.3338742115367035,0.4862177470106986
459,0.3325943870554895,0.5032724984266834
460,0.34514123777310535,0.5081183134046571
461,0.35460279733065175,0.5266205160478289
462,0.3640872108967913,0.6193832599118944
463,0.43100374805740926,0.9269981120201384
464,0.48795593747143245,0.9441787287602266
465,0.6180866624005851,0.8486469477658906
466,0.5354922753450955,0.8157960981749528
467,0.46802724197824297,0.7736941472624292
468,0.5036794953834902,0.7210824417872876
469,0.37601700338239324,0.7448080553807427
470,0.3709662674833165,0.7208307111390813
471,0.4209479842764421,0.6999370673379485
472,0.4252673919005393,0.5459408432976716
473,0.4978060151750617,0.5206419131529264
474,0.551581497394643,0.5416614222781624
475,0.4496069110521985,0.4925110132158591
476,0.35080903190419593,0.4692259282567653
477,0.32774933723375077,0.4546884833228446
478,0.3067922113538714,0.4406544996853367
479,0.29991315476734615,0.4455003146633103
480,0.2981076880884907,0.4368156073001888
481,0.318630587805101,0.450157331655129
482,0.3006673370509187,0.4608558842039018
483,0.3043239784258159,0.4548772813089993
484,0.33951915165920105,0.4526746381371932
485,0.332274430935186,0.4673379483952171
486,0.3618703720632599,0.5442416614222781
487,0.47255233567967825,0.7883574575204532
488,0.462907944053387,0.8629326620516048
489,0.6814151202120852,0.8425424795468849
490,0.6275710759667246,0.8316551290119573
491,0.4542691288051924,0.76274386406545
492,0.43961970929701066,0.746821900566394
493,0.32185300301672914,0.7314663310258025
494,0.33092604442819273,0.7628067967275016
495,0.4180912332023037,0.7232850849590937
496,0.4523493920833714,0.5858401510383889
497,0.45954840479020015,0.5113278791692889
498,0.6187265746411921,0.5215859030837005
499,0.4478242983819362,0.5252989301447452
500,0.35604259987201753,0.4873505349276275
501,0.35867081086022484,0.4641283826305853
502,0.3623960142609013,0.4844556324732536
503,0.32363561568699145,0.4482064191315293
504,0.31915623000274246,0.4551919446192574
505,0.3222415211628119,0.4821271239773443
506,0.3039126062711399,0.4634361233480176
507,0.3052381387695402,0.4677155443675268
508,0.3082320138952372,0.47293895531781
509,0.31104305695218937,0.4718061674008811
510,0.36838376451229543,0.5515418502202644
511,0.46599323521345637,0.85607300188798
512,0.5215513301033001,0.936312146003776
513,0.7214096352500228,0.8950283196979233
514,0.5466221775299387,0.8421648835745753
515,0.4711353871469055,0.8869100062932662
516,0.4502011152756193,0.8310258023914413
517,0.37866806837919376,0.8162366268093141
518,0.3899808026327818,0.7513530522341096
519,0.4637078343541457,0.7917558212712398
520,0.46112533138312456,0.6101321585903084
521,0.4644391626291251,0.5367526746381373
522,0.5156778498948715,0.575330396475771
523,0.4004250845598318,0.4991189427312776
524,0.3397019837279458,0.4797986154814349
525,0.3549684614681415,0.4794210195091252
526,0.34710668251211263,0.4655129011957206
527,0.3314516866258342,0.4657646318439271
528,0.31853917177072855,0.508432976714915
529,0.32107596672456346,0.4641913152926369
530,0.3113401590638998,0.4661422278162366
531,0.31040314471158237,0.4592825676526117
532,0.31906481396837005,0.4578351164254248
533,0.3296233659383856,0.509251101321586
534,0.38950086845232645,0.6056639395846445
535,0.43856842490172776,0.884392699811202
536,0.4918411189322607,0.974386406544997
537,0.7486287594844135,0.9407174323473884
538,0.5701618063808392,0.886154814348647
539,0.5263278178992595,0.9039018250471996
540,0.5088216473169394,0.9307740717432348
541,0.3733430843769997,0.8811202013845186
542,0.37434866075509643,0.7967904342353682
543,0.4598912149190968,0.8794839521711769
544,0.4888700978151567,0.5886091881686596
545,0.4482813785537983,0.5651982378854626
546,0.5752353962885091,0.6112649465072373
547,0.4648276807752079,0.5295154185022026
548,0.3814105494103665,0.487728130899937
549,0.3035240881250571,0.512271869100063
550,0.287937654264558,0.4752674638137193
551,0.26805466678855466,0.4713656387665198
552,0.2608328000731328,0.4822529893014474
553,0.2602843038668982,0.471491504090623
554,0.2531081451686626,0.4915040906230333
555,0.2494515037937654,0.4762114537444935
556,0.26444373343084376,0.4610446821900567
557,0.27511655544382485,0.4624292007551919
558,0.3529116006947618,0.5299559471365639
559,0.48816162354877046,0.8750786658275646
560,0.5620029253130999,0.9025173064820642
561,0.7690145351494652,0.9291378225298932
562,0.5955069019105951,0.8048458149779737
563,0.5123411646402779,0.8785399622404028
564,0.5565636712679404,0.8120830711139081
565,0.3936374440076789,0.8103209565764632
566,0.3757884632964622,0.7850220264317181
567,0.40522442636438427,0.828508495909377
568,0.5090958954200566,0.6607929515418502
569,0.47959137032635524,0.5853996224040278
570,0.6261312734253588,0.566079295154185
571,0.46894140232196724,0.5661422278162366
572,0.38269037389158056,0.5287602265575834
573,0.34934637535423707,0.5123348017621145
574,0.2844638449584057,0.496664568911265
575,0.2708885638541,0.4826935179358087
576,0.26382667519882985,0.4803020767778477
577,0.26768900265106493,0.4642542479546885
578,0.25660480848340794,0.4731277533039648
579,0.2547993418045525,0.4653870358716174
580,0.26716336045342354,0.4546884833228446
581,0.2879833622817442,0.471491504090623
582,0.3630587805101015,0.5154814348646949
583,0.47712313739829965,0.8381371932032725
584,0.49766889112350304,0.9141598489616112
585,0.6893683152024865,0.9297042164883575
586,0.6041228631501966,0.8724354940213971
587,0.4732379559374714,0.9023914411579612
588,0.5300758753085291,0.8997482693517936
589,0.3919005393546028,0.796349905601007
590,0.3669439619709297,0.8497168030207678
591,0.4623594478471524,0.8151667715544367
592,0.42867263918091225,0.6315921963499057
593,0.5018283206874485,0.568470736312146
594,0.572904287412012,0.5953429830081812
595,0.43175793034098175,0.5551290119572059
596,0.32745223512204036,0.5277533039647578
597,0.32331565956668795,0.5083071113908119
598,0.31531675655910046,0.4959723096286973
599,0.2795730871194807,0.4828193832599119
600,0.24956577383673093,0.4893014474512273
601,0.2574046987841667,0.4925110132158591
602,0.25187402870463477,0.4808684707363122
603,0.25223969284212444,0.4714285714285715
604,0.2605814059786086,0.4796098174952801
605,0.2669119663588993,0.4879169288860919
606,0.34527836182466404,0.5263058527375708
607,0.46416491452600783,0.8395846444304594
608,0.49177255690648136,0.8896790434235369
609,0.6325075418228356,0.8071113908118314
610,0.48923576195264645,0.8051604782882317
611,0.44190511015632145,0.7769037130270611
612,0.5254593655727214,0.755254877281309
613,0.403030441539446,0.7954059156702329
614,0.38490721272511197,0.8017621145374451
615,0.397065545296645,0.7115796098174954
616,0.5005027881890484,0.5766519823788546
617,0.4776944876131273,0.5117054751415986
618,0.5629856476826036,0.5409062303335431
619,0.41566870829143426,0.4806167400881058
620,0.32902916171496477,0.4622404027690371
621,0.31042599872017546,0.4446821900566394
622,0.32310997348935,0.4397734424166142
623,0.3645442910686534,0.4374449339207049
624,0.34472986561842944,0.4293266205160478
625,0.34637535423713317,0.4295783511642543
626,0.35288874668616876,0.4359974826935179
627,0.3259438705548953,0.4290748898678414
628,0.3367995246366212,0.4223410950283197
629,0.37370874851448943,0.41529263687854
630,0.3863470152664777,0.4728130899937067
631,0.43811134472986557,0.7926998112020138
632,0.46948989852820183,0.7961611076148521
633,0.6716336045342353,0.8575833857772185
634,0.5164777401956302,0.7573945877910636
635,0.4129262272602614,0.6800503461296413
636,0.47904287412012064,0.6358086847073632
637,0.376816893683152,0.7200125865324103
638,0.3252582502971021,0.7502831969792323
639,0.3525687905658652,0.6029578351164255
640,0.46160526556357984,0.5069225928256765
641,0.45801718621446197,0.4577092511013215
642,0.5372291799981717,0.480742605412209
643,0.40387603985739096,0.4335431088735054
644,0.3579166285766523,0.4054122089364381
645,0.3714462016637718,0.4196349905601007
646,0.3723146539903099,0.410824417872876
647,0.3641100649053844,0.4067337948395217
648,0.37482859493555165,0.4187539332913782
649,0.3556540817259347,0.4103209565764632
650,0.388106773928147,0.4103838892385148
651,0.3467867263918091,0.4140969162995595
652,0.33142883261724104,0.4281308999370673
653,0.32569247646037114,0.4132158590308371
654,0.3901636347015266,0.4889238514789175
655,0.4687585702532224,0.7207048458149781
656,0.515769265929244,0.7866582756450599
657,0.7394414480299845,0.713530522341095
658,0.6857116738275895,0.7327249842668345
659,0.4730094158515403,0.7210824417872876
660,0.4864247188956943,0.7391441157960982
661,0.4115778407532681,0.6359974826935179
662,0.3799250388518146,0.6378225298930145
663,0.44595026967730134,0.6365009439899308
664,0.4622223237955937,0.5721837633731908
665,0.5056449401224975,0.4618628067967275
666,0.6425633056038029,0.4665198237885463
667,0.46178809763232465,0.4558212712397734
668,0.4046987841667428,0.4095028319697923
669,0.3189048359082183,0.4388923851478918
670,0.30560380290702993,0.4317809943360605
671,0.2840753268123229,0.4239773442416615
672,0.2922799158972484,0.411957205789805
673,0.30430112441722273,0.4144745122718691
674,0.3058323429929609,0.433920704845815
675,0.29767346192522165,0.4227186910006293
676,0.30050735899076697,0.43058527375708
677,0.32921199378370963,0.4190685966016362
678,0.40218484322150105,0.5223410950283198
679,0.4416537160617972,0.7679043423536817
680,0.5025367949538349,0.8003146633102581
681,0.7275116555443826,0.7446821900566395
682,0.5751211262455435,0.7034612964128383
683,0.4649876588353597,0.7064191315292637
684,0.48811591553158423,0.673882945248584
685,0.4222963707834354,0.6568281938325993
686,0.3802678489807112,0.6404027690371303
687,0.43386049913154767,0.6634361233480177
688,0.45106956760215744,0.5049087476400252
689,0.47511198464210624,0.4908747640025173
690,0.5513072492915257,0.4996224040276903
691,0.40650425084559827,0.4590308370044053
692,0.33986196178809763,0.4300188797986154
693,0.3082320138952372,0.4252989301447451
694,0.3354968461468141,0.4312775330396475
695,0.3296919279641649,0.4219634990560101
696,0.29781058597678034,0.434235368156073
697,0.306060883078892,0.4508495909376966
698,0.29072584331291706,0.4614852108244178
699,0.29223420788006216,0.4572057898049088
700,0.2911600694761861,0.4609188168659534
701,0.30267848980711215,0.4773442416614223
702,0.3634701526647774,0.6003146633102581
703,0.4276670628028156,0.8076148521082442
